ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1614669,MapQuest,201.0,2,2019-02-27 12:21:31,2019-02-27 13:21:17,36.234241,-86.730591,,,0.0,Accident on Lemont Dr at Joyce Ln.,998.0,Lemont Dr,R,Nashville,Davidson,TN,37216-1320,US,US/Central,KBNA,2019-02-27 11:53:00,66.9,,32.0,30.12,10.0,Variable,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1563154,MapQuest,201.0,2,2019-02-01 11:12:27,2019-02-01 11:42:11,36.13504,-95.967216,,,0.0,Accident on 19th St Northbound at Utica Ave.,1909.0,S Utica Ave,L,Tulsa,Tulsa,OK,74104-6520,US,US/Central,KTUL,2019-02-01 10:53:00,46.0,43.9,86.0,30.22,4.0,East,4.6,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3096847,Bing,,2,2020-11-21 02:43:34,2020-11-21 03:10:09,41.497839,-95.123866,41.497329,-95.209836,4.449,Slow traffic on I-80 W from CR-M56/Exit 51 (I-80) to 505th St/Antique City Dr (I-80) due to accident.,,I-80 W,R,Marne,Cass,IA,51552,US,US/Central,KAIO,2020-11-21 02:35:00,36.0,32.0,100.0,29.25,6.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2383104,MapQuest,201.0,2,2018-01-22 14:41:32,2018-01-22 15:10:59,30.80228,-88.100731,,,0.0,Accident on AL-158 Industrial Pkwy at Shelton Beach Rd.,,Industrial Pkwy,R,Saraland,Mobile,AL,36571,US,US/Central,KBFM,2018-01-22 14:37:00,62.1,,96.0,29.92,10.0,South,11.5,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2160476,MapQuest,201.0,2,2018-05-30 18:43:48,2018-05-30 19:13:26,29.939081,-95.38147,,,0.0,Lane blocked and left hand shoulder blocked due to accident on TX-8 Beltway Eastbound at Hardy Toll Rd.,,N Sam Houston Pkwy E,R,Houston,Harris,TX,77032,US,US/Central,KIAH,2018-05-30 18:53:00,89.1,,57.0,29.76,10.0,SSE,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4061133,Bing,,2,2018-04-27 09:01:28,2018-04-27 15:01:28,30.40845,-81.75215,30.41537,-81.74135,0.802,At US-1/US-23/Exit 28 - Accident.,,W Beltway N,R,Jacksonville,Duval,FL,32219,US,US/Eastern,KJAX,2018-04-27 08:56:00,69.1,,84.0,29.87,10.0,West,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-980672,MapQuest,201.0,2,2020-01-03 09:11:06,2020-01-03 10:11:34,42.384796,-71.07325,,,0.0,Accident on MA-99 Northbound at Main St.,,New Rutherford Ave,R,Charlestown,Suffolk,MA,02129,US,US/Eastern,KBOS,2020-01-03 08:54:00,47.0,43.0,56.0,29.79,10.0,SW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2061651,MapQuest,201.0,2,2018-06-12 16:12:00,2018-06-12 16:56:39,38.440975,-122.720985,,,0.639999985695,Accident on exit ramp from US-101 Southbound to Davis St.,298.0,8th St,R,Santa Rosa,Sonoma,CA,95401-6206,US,US/Pacific,KSTS,2018-06-12 15:53:00,91.0,,34.0,29.74,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2396310,MapQuest,201.0,2,2018-01-29 06:17:48,2018-01-29 07:02:31,29.012688,-80.987511,,,0.0,Accident on FL-44 at I-95.,,I-95 N,R,New Smyrna Beach,Volusia,FL,32168,US,US/Eastern,KEVB,2018-01-29 06:47:00,68.0,,94.0,29.92,1.5,West,12.7,,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-278059,MapQuest,201.0,2,2016-11-10 09:07:12,2016-11-10 09:51:54,32.841026,-96.666367,,,0.0,Accident on Fenwick Dr at Ferguson Rd.,10598.0,Ferguson Rd,R,Dallas,Dallas,TX,75228-2610,US,US/Central,KDAL,2016-11-10 08:53:00,59.0,,67.0,30.37,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-329082,MapQuest,201.0,2,2017-02-08 04:56:00,2017-02-08 05:25:47,39.832851,-82.993637,,,0.01,Accident on OH-317 London Groveport Rd at Parsons Ave.,152.0,London Groveport Rd,R,Lockbourne,Franklin,OH,43137-9255,US,US/Eastern,KLCK,2017-02-08 04:55:00,46.9,,90.0,29.69,10.0,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-1548479,MapQuest,245.0,3,2019-03-28 11:44:26,2019-03-28 12:29:13,41.601013,-87.583221,,,0.0,Two lanes blocked due to accident on I-94 Bishop Ford Fwy Westbound at Exits 73A 73B US-6 162nd St.,,E 162nd St,R,South Holland,Cook,IL,60473,US,US/Central,KIGQ,2019-03-28 11:35:00,59.5,,60.0,30.04,10.0,WSW,16.1,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-490426,MapQuest,201.0,2,2017-06-10 12:27:51,2017-06-10 12:57:27,47.61673,-122.307434,,,0.0,Accident on Madison St at 19th Ave.,1698.0,19th Ave,R,Seattle,King,WA,98122-2849,US,US/Pacific,KBFI,2017-06-10 12:53:00,60.1,,57.0,29.85,10.0,WSW,5.8,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Night
A-970794,MapQuest,201.0,2,2020-02-25 07:43:53,2020-02-25 09:13:39,34.967098,-82.005768,,,0.0,Accident on I-26 Eastbound at I-85-BL.,,I-26 W,R,Spartanburg,Spartanburg,SC,29301,US,US/Eastern,KSPA,2020-02-25 07:35:00,45.0,45.0,100.0,28.98,5.0,CALM,0.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3599899,Bing,,2,2020-03-25 14:00:26,2020-03-25 14:15:26,37.57284,-77.47659,37.58152,-77.47361,0.622,Between US-33/US-250/Broad St and Laburnum Ave - Accident.,,N Hamilton St,R,Richmond,Richmond City,VA,23230,US,US/Eastern,KOFP,2020-03-25 13:54:00,49.0,46.0,100.0,29.68,4.0,VAR,7.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3257663,Bing,,2,2020-12-18 18:36:00,2020-12-18 21:12:33,43.116064,-83.499217,43.11475,-83.499176,0.091,Incident on N OAK RD near CARR RD Drive with caution.,7299.0, N Oak Rd,R,Davison,Genesee,MI,48423-9373,US,US/Eastern,KFNT,2020-12-18 18:53:00,32.0,24.0,69.0,29.47,9.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3583213,Bing,,2,2020-03-16 23:48:00,2020-03-17 01:19:55,33.970857,-117.330529,33.970857,-117.330529,0.0,At Martin Luther King Blvd - Accident.,,CA-60 W,R,Riverside,Riverside,CA,92521,US,US/Pacific,KRAL,2020-03-16 23:53:00,49.0,47.0,93.0,29.09,7.0,W,5.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3603795,Bing,,4,2020-03-27 15:07:47,2020-03-27 17:37:47,41.55489,-83.06766,41.54494,-83.048,1.227,Closed at OH-358/N Camp Rd - Road closed due to accident. Traffic problem.,6998.0, W Lakeshore Dr,L,Port Clinton,Ottawa,OH,43452-9414,US,US/Eastern,KPCW,2020-03-27 14:53:00,42.0,36.0,89.0,29.31,6.0,E,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1238676,MapQuest,201.0,3,2019-08-27 06:32:45,2019-08-27 07:02:25,41.337975,-72.239532,,,0.0,Accident on I-95 Governor John Davis Lodge Tpke Northbound before Exit 73 Society Rd.,,Governor John Davis Lodge Tpke S,R,East Lyme,New London,CT,06333,US,US/Eastern,KGON,2019-08-27 06:56:00,56.0,56.0,84.0,30.09,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1477724,MapQuest,241.0,2,2019-04-17 05:22:08,2019-04-17 06:06:46,37.269028,-119.673531,,,0.0,Lane blocked due to accident on CA-41 near Sunset Pines Rd.,35955.0,Highway 41,R,Coarsegold,Madera,CA,93614-9286,US,US/Pacific,KMAE,2019-04-17 04:53:00,48.0,48.0,83.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-831326,MapQuest,201.0,2,2020-03-13 06:42:00,2020-03-13 07:27:12,33.768723,-84.651947,,,0.0,Right hand shoulder blocked due to accident on I-20 at Exit 41 Lee Rd.,,GA-402 W,R,Lithia Springs,Douglas,GA,30122,US,US/Eastern,KFTY,2020-03-13 06:53:00,64.0,64.0,80.0,29.14,10.0,SW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3357150,Bing,,2,2020-10-03 08:38:37,2020-10-03 15:34:28,25.883321,-80.222686,25.883302,-80.223183,0.031,Incident on NW 119TH ST near NW 14TH AVE Drive with caution.,1499.0, NW 119th St,R,Miami,Miami-Dade,FL,33167-3235,US,US/Eastern,KOPF,2020-10-03 08:53:00,77.0,77.0,90.0,29.92,10.0,ENE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2590877,MapQuest,201.0,3,2017-09-05 07:07:51,2017-09-05 07:52:30,30.440557,-97.668533,,,0.0,Right hand shoulder blocked due to accident on I-35 Southbound near Exits 247 248 Wells Branch Pkwy.,1568.0,W Wells Branch Pkwy,L,Austin,Travis,TX,78728,US,US/Central,KEDC,2017-09-05 07:15:00,68.0,,100.0,30.04,2.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2142594,MapQuest,241.0,3,2018-05-21 22:15:13,2018-05-21 22:59:51,34.049641,-118.214172,,,0.0,Lane blocked due to accident on I-5 I-10 Southbound at Exit 135B Cesar E Chavez Ave.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2018-05-21 21:47:00,61.0,,70.0,29.88,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-99817,MapQuest,201.0,2,2016-04-04 20:47:17,2016-04-04 21:47:17,34.048489,-117.723587,,,0.0,Accident on East End Ave near Grand Ave.,3701.0,E Grand Ave,R,Pomona,San Bernardino,CA,91766,US,US/Pacific,KPOC,2016-04-04 20:47:00,66.2,,32.0,,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2136947,MapQuest-Bing,201.0,2,2018-05-18 19:26:44,2018-05-18 20:11:23,30.323172,-81.535774,,,0.0,Right lane blocked due to accident on FL-10 Atlantic Blvd Westbound at Lee Rd.,10199.0,Atlantic Blvd,L,Jacksonville,Duval,FL,32225-6568,US,US/Eastern,KCRG,2018-05-18 19:53:00,75.0,,90.0,29.97,10.0,SSE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2302274,MapQuest,201.0,2,2018-02-08 07:26:04,2018-02-08 07:55:35,37.97213,-84.472763,,,0.0,Accident on Armstrong Mill Rd at Man O War Blvd.,3599.0,Man O War Blvd,R,Lexington,Fayette,KY,40517,US,US/Eastern,KLEX,2018-02-08 07:33:00,21.9,17.2,82.0,30.47,5.0,WSW,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1744118,MapQuest,201.0,2,2018-11-07 18:08:45,2018-11-07 18:38:37,33.903896,-98.503662,,,0.0,Accident on 9th St at Brook Ave.,1699.0,9th St,L,Wichita Falls,Wichita,TX,76301-4304,US,US/Central,KCWC,2018-11-07 18:15:00,59.2,,74.0,30.08,10.0,East,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-4064403,Bing,,2,2018-03-06 06:36:14,2018-03-06 12:36:14,33.46224,-112.26,33.46153,-112.28403,1.386,At AZ-101-LOOP/99th Ave/Exit 133 - Accident. Carpool lane blocked.,,Pearl Harbor Memorial Highway,R,Tolleson,Maricopa,AZ,85353,US,US/Mountain,KGEU,2018-03-06 06:55:00,44.6,,34.0,30.1,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2070719,MapQuest,201.0,3,2018-06-17 08:00:44,2018-06-17 08:46:00,33.998714,-118.17627,,,0.0,Slow lane blocked due to accident on I-710 Southbound at Exits 17A 17B Bandini Blvd.,,Long Beach Fwy S,R,Los Angeles,Los Angeles,CA,90058,US,US/Pacific,KCQT,2018-06-17 08:02:00,64.0,,67.0,29.92,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-966965,MapQuest,201.0,3,2020-02-22 20:50:24,2020-02-22 21:50:03,47.206871,-122.461723,,,0.0,Right lane blocked due to accident on I-5 Southbound after Exit 130 56th St.,,I-5 S,R,Tacoma,Pierce,WA,98408,US,US/Pacific,KTCM,2020-02-22 20:58:00,41.0,41.0,88.0,29.75,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1179024,MapQuest,201.0,2,2019-09-23 16:59:39,2019-09-23 19:08:58,29.951756,-95.325752,,,0.0,Accident on International Plaza Dr at Greens Rd.,4300.0,Greens Rd,R,Houston,Harris,TX,77032-2406,US,US/Central,KIAH,2019-09-23 16:53:00,82.0,82.0,88.0,29.86,10.0,SE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3154329,Bing,,2,2020-10-01 12:34:30,2020-10-02 02:56:07,25.733243,-80.333047,25.732313,-80.335855,0.186,Queuing traffic on County Hwy-913 - FL-976 - FL-973 from SW 84th Ave to SW 41st St due to accident.,8439.0, Bird Rd,R,Miami,Miami-Dade,FL,33155-3225,US,US/Eastern,KMIA,2020-10-01 12:37:00,88.0,88.0,67.0,29.93,10.0,ESE,8.0,0.0,Thunder,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-987024,MapQuest,406.0,3,2019-12-30 04:17:48,2019-12-30 05:03:40,42.956779,-71.437851,,,0.800000011921,Entry ramp to I-293 Southbound from S Willow St closed due to accident.,,I-293 N,R,Manchester,Hillsborough,NH,03103,US,US/Eastern,KMHT,2019-12-30 04:18:00,33.0,25.0,89.0,29.84,5.0,ENE,9.0,0.01,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1050236,MapQuest,201.0,2,2019-10-10 05:22:44,2019-10-10 06:52:21,33.151031,-96.663155,,,0.0,2 right lane blocked due to accident on Highway 121 Westbound at Hardin Blvd.,,Sam Rayburn Tollway S,R,McKinney,Collin,TX,75070,US,US/Central,KTKI,2019-10-10 04:53:00,77.0,77.0,74.0,29.2,10.0,S,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3922726,Bing,,2,2019-01-08 11:14:49,2019-01-08 15:14:49,45.521162,-122.813134,45.521159,-122.813128,0.0,At Murray Blvd/Exit 67 - Accident.,,Sunset Hwy E,R,Portland,Washington,OR,97229,US,US/Pacific,KVUO,2019-01-08 10:53:00,46.0,43.9,66.0,29.94,10.0,East,4.6,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1490023,MapQuest,201.0,2,2019-04-24 15:35:05,2019-04-24 16:51:28,30.45978,-91.172829,,,0.0,Accident on Foss St at 17th St.,1301.0,N 17th St,L,Baton Rouge,East Baton Rouge,LA,70802-3514,US,US/Central,KBTR,2019-04-24 15:53:00,81.0,81.0,52.0,29.83,10.0,S,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4017423,Bing,,2,2018-08-29 08:51:00,2018-08-29 09:20:47,37.69128,-122.13865,37.69283,-122.14089,0.163,At I-238/Washington Ave - Accident.,,I-880 N,R,San Leandro,Alameda,CA,94578,US,US/Pacific,KHWD,2018-08-29 08:54:00,66.0,,63.0,30.04,10.0,SSE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2676763,MapQuest,201.0,3,2017-08-11 09:50:54,2017-08-11 10:50:33,34.072418,-118.072922,,,0.0,#1 #2 lane blocked due to accident on I-10 Westbound at Exit 26B CA-19 Rosemead Blvd.,,I-10 W,R,El Monte,Los Angeles,CA,91731,US,US/Pacific,KEMT,2017-08-11 09:48:00,80.6,,54.0,29.92,8.0,SSW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3239723,Bing,,2,2020-11-15 04:30:00,2020-11-15 06:12:30,41.146074,-73.259278,41.153885,-73.245519,0.896,Slow traffic on Governor John Davis Lodge Tpke - I-95 N from Mill Plain Rd/Exit 21 (I-95) to US-1/Exit 23 (I-95) due to accident.,,Governor John Davis Lodge Tpke,R,Fairfield,Fairfield,CT,06824,US,US/Eastern,KBDR,2020-11-15 04:52:00,34.0,30.0,89.0,30.25,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1416807,MapQuest,201.0,2,2019-05-20 09:16:08,2019-05-20 11:21:44,30.234022,-97.86451,,,0.0,Accident on William Cannon Dr near US-290.,6584.0,W Highway 290,R,Austin,Travis,TX,78749,US,US/Central,KATT,2019-05-20 09:03:00,79.0,79.0,82.0,29.13,5.0,SSE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-414928,MapQuest,201.0,2,2017-05-01 21:38:27,2017-05-01 22:07:49,33.454277,-82.074776,,,0.01,Accident on US-78 Gordon Hwy at US-278 Gordon Hwy.,,GA-415 E,R,Augusta,Richmond,GA,30909,US,US/Eastern,KDNL,2017-05-01 21:53:00,68.0,,81.0,29.87,10.0,SSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1963162,MapQuest,201.0,2,2018-08-21 12:21:46,2018-08-21 12:51:17,34.123283,-80.993927,,,0.0,Accident on US-21 Wilson Blvd at Koon Store Rd.,9199.0,Wilson Blvd,L,Columbia,Richland,SC,29203-9635,US,US/Eastern,KCUB,2018-08-21 11:53:00,81.0,,72.0,30.06,10.0,SW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2978012,Bing,,2,2020-10-31 04:53:45,2020-10-31 06:53:44,25.750404,-80.28737,25.751155,-80.287398,0.052,Incident on SW 57TH AVE near HOUSE 2108 Drive with caution.,2200.0, SW 57th Ave,R,Miami,Miami-Dade,FL,33155-2235,US,US/Eastern,KMIA,2020-10-31 04:53:00,77.0,77.0,94.0,29.98,10.0,N,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-1458064,MapQuest,201.0,3,2019-04-08 15:33:16,2019-04-08 16:33:07,35.825409,-78.621483,,,0.0,Accident on I-440 Cliff Benson Beltline Eastbound at Exit 10 Wake Forest Rd.,,I-440 E,R,Raleigh,Wake,NC,27609,US,US/Eastern,KRDU,2019-04-08 15:51:00,79.0,79.0,58.0,29.4,10.0,SW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1250990,MapQuest,201.0,2,2019-07-02 11:27:50,2019-07-02 13:57:25,35.811001,-78.599983,,,0.0,Accident on Appliance Ct Northbound near Raleigh Blvd.,,N Raleigh Blvd,R,Raleigh,Wake,NC,27604,US,US/Eastern,KRDU,2019-07-02 11:51:00,91.0,91.0,45.0,29.51,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3218948,Bing,,2,2020-10-02 22:18:46,2020-10-03 01:55:06,40.757395,-74.203728,40.74786,-74.171904,1.791,Slow traffic on I-280 from Center St/Exit 11 (I-280) to Martin Luther King Jr Blvd/Exit 14 (I-280) due to accident.,,I-280 E,R,East Orange,Essex,NJ,07018,US,US/Eastern,KEWR,2020-10-02 21:51:00,58.0,58.0,60.0,30.03,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1459895,MapQuest,201.0,2,2019-04-09 16:22:40,2019-04-09 18:57:00,43.073841,-83.694069,,,0.0,Accident on Saginaw St at York Ave.,678.0,E York Ave,R,Flint,Genesee,MI,48505-2153,US,US/Eastern,KFNT,2019-04-09 15:53:00,58.0,58.0,42.0,28.93,10.0,WNW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2604431,MapQuest,201.0,2,2017-09-11 07:54:13,2017-09-11 08:38:46,45.512054,-122.636108,,,0.0,Accident on Hawthorne Blvd at 29th Ave.,2898.0,SE Hawthorne Blvd,R,Portland,Multnomah,OR,97214-2945,US,US/Pacific,KPDX,2017-09-11 07:53:00,57.9,,78.0,30.12,10.0,NW,6.9,,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-624277,MapQuest,201.0,2,2020-09-30 11:34:31,2020-09-30 12:19:22,38.493999,-90.510582,,,0.0,Accident on Hillsboro Valley Park Rd at Brennan Rd.,1700.0,Hillsboro Valley Park Rd,L,High Ridge,Jefferson,MO,63049,US,US/Central,KSUS,2020-09-30 11:54:00,80.0,80.0,28.0,29.27,10.0,WSW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-491990,MapQuest,201.0,3,2017-07-14 16:03:05,2017-07-14 16:32:21,38.610302,-121.539627,,,0.0,Accident on I-80 Eastbound after Exit 83 CA-84 Reed Ave.,,I-80 E,R,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,2017-07-14 15:55:00,95.0,,20.0,29.96,10.0,SW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2706973,MapQuest,201.0,3,2017-08-25 05:57:18,2017-08-25 06:26:30,37.639759,-121.884644,,,0.0,Left hand shoulder blocked due to accident on I-680 Southbound before Exit 25 Pleasanton Sunol Rd.,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2017-08-25 05:53:00,55.0,,93.0,29.82,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2934014,Bing,,3,2017-06-18 18:11:34,2017-06-19 00:11:34,41.04088,-73.57815,41.04415,-73.55513,1.221,Between US-1/Exit 5 and Harvard Ave/West Ave/Exit 6 - Accident.,,I-95 N,R,Riverside,Fairfield,CT,06878,US,US/Eastern,KHPN,2017-06-18 17:56:00,80.1,,74.0,29.78,10.0,South,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-556357,MapQuest,245.0,3,2020-11-24 19:27:38,2020-11-24 20:55:06,40.692291,-73.810844,,,0.0,Two lanes blocked due to accident on I-678 Southbound at Liberty Ave.,,Van Wyck Expy N,R,Jamaica,Queens,NY,11435,US,US/Eastern,KJFK,2020-11-24 19:51:00,41.0,41.0,60.0,30.41,10.0,ENE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3000725,Bing,,2,2020-12-08 23:52:52,2020-12-09 01:42:01,25.804743,-80.20595,25.793181,-80.205464,0.799,Slow traffic on I-95 S from I-195/FL-112/Exit 4 (I-95) to I-395/FL-836/NE 3rd St/NE 2nd Ave/Exit 2D/Exit 3A (I-95) due to accident.,,I-95 S,R,Miami,Miami-Dade,FL,33127,US,US/Eastern,KMIA,2020-12-08 23:53:00,55.0,55.0,55.0,30.13,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3855683,Bing,,2,2019-09-20 16:15:00,2019-09-20 16:49:42,34.032349,-117.759094,34.032349,-117.759094,0.0,At Rio Rancho Rd - Accident.,,CA-71 S,R,Pomona,Los Angeles,CA,91766,US,US/Pacific,KPOC,2019-09-20 15:47:00,81.0,81.0,37.0,28.79,10.0,WSW,13.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3811625,Bing,,2,2019-10-20 16:58:00,2019-10-20 18:09:35,38.818047,-120.07774,38.818047,-120.07774,0.0,At Johnston Pass Rd - Accident.,19884.0, US Highway 50,R,Twin Bridges,El Dorado,CA,95735,US,US/Pacific,KTVL,2019-10-20 16:53:00,56.0,56.0,40.0,23.96,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2225530,MapQuest,201.0,2,2018-03-01 00:00:13,2018-03-01 00:30:01,37.385822,-121.976852,,,0.0,Accident on US-101 Northbound at Exit 393 Great America Pkwy.,,Great America Pkwy,R,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,2018-03-01 00:53:00,51.1,,89.0,30.06,10.0,ESE,13.8,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2781405,Bing,,2,2016-09-23 11:37:05,2016-09-23 17:37:05,42.209693,-87.992346,42.20905,-87.99187,0.051,At CR-26/CR-V76/W Gilmer Rd - Accident.,6303.0, State Route 83,R,Long Grove,Lake,IL,60047-5172,US,US/Central,KPWK,2016-09-23 11:49:00,71.6,,78.0,30.14,10.0,NNE,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-803315,MapQuest,201.0,3,2020-06-09 07:36:17,2020-06-09 08:05:57,28.796152,-81.346329,,,0.0,Accident on I-4 Westbound at Exits 101A 101B-A 101Bc 101C FL-417-TOLL Central Florida Greeneway Exits 55A 55B.,,I-4 W,R,Sanford,Seminole,FL,32771,US,US/Eastern,KSFB,2020-06-09 07:53:00,79.0,79.0,90.0,29.93,4.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2559987,MapQuest,201.0,2,2017-10-19 10:39:51,2017-10-19 11:39:35,29.774817,-95.186615,,,0.0,Accident on Utica St at Uvalde Rd.,,Utica St,R,Houston,Harris,TX,77015,US,US/Central,KHOU,2017-10-19 10:53:00,82.0,,51.0,30.15,10.0,East,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
